"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"PSA";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX ApKa";"CX BpKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA Lipinski";"HBD Lipinski";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles"
"CHEMBL4297071";"CIADOX";"CIADOX";"Small molecule";"0";"271.24";"";"";"-0.53";"119.13";"5";"1";"0";"3";"N";"0.35";"8.84";"1.02";"-1.09";"-1.10";"2";"MOL";"0";"20";"8";"1";"0";"271.0705";"NEUTRAL";"C12H9N5O3";"N#CCC(=O)NN=Cc1c[n+]([O-])c2ccccc2[n+]1[O-]"
"CHEMBL2107811";"ZABOFLOXACIN";"ZABOFLOXACIN";"Small molecule";"3";"401.40";"";"";"0.98";"109.05";"8";"2";"0";"4";"N";"0.74";"5.35";"9.41";"-0.89";"-0.89";"2";"MOL";"0";"29";"9";"2";"0";"401.1499";"ZWITTERION";"C19H20FN5O4";"CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC12CNC2"
"CHEMBL2106071";"CLOMOCYCLINE";"CHLORMETHYLENCYCLINE|CLOMOCYCLINE";"Small molecule";"0";"508.91";"";"";"0.02";"187.86";"10";"7";"2";"3";"N";"0.22";"2.61";"8.55";"-3.24";"-3.68";"1";"MOL";"0";"35";"11";"7";"3";"508.1249";"ZWITTERION";"C23H25ClN2O9";"CN(C)[C@@H]1C(O)=C(C(=O)NCO)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12"
"CHEMBL1201760";"BESIFLOXACIN";"BESIFLOXACIN|ISV-403";"Small molecule";"4";"393.85";"48";"223";"3.14";"88.56";"5";"2";"0";"3";"N";"0.84";"5.45";"9.67";"0.54";"0.54";"2";"MOL";"0";"27";"6";"3";"0";"393.1255";"ZWITTERION";"C19H21ClFN3O3";"N[C@@H]1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1"
"CHEMBL1596";"CARBENICILLIN INDANYL";"CARBENICILLIN INDANYL|CARINDACILLIN|Carbenicillin indanyl";"Small molecule";"4";"494.57";"3";"3";"2.50";"113.01";"6";"2";"0";"6";"N";"0.27";"3.29";"None";"3.63";"0.20";"2";"MOL";"0";"35";"8";"2";"0";"494.1512";"ACID";"C26H26N2O6S";"CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccc4c(c3)CCC4)c3ccccc3)C(=O)N2[C@H]1C(=O)O"
"CHEMBL1200628";"VANCOMYCIN HYDROCHLORIDE";"FIRVANQ KIT|VANCOCIN|VANCOCIN MATRIGEL|VANCOLED|VANCOMYCIN HYDROCHLORIDE|VANCOMYCIN MONOHYDROCHLORIDE|VANCOR|Vancocin Hydrochloride|Vanoled";"Small molecule";"4";"1485.73";"25";"90";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1447.4302";"None";"C66H76Cl3N9O24";"CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O.Cl"
"CHEMBL1541";"CEFIXIME";"CEFIXIME|CEFIXIME HYDRATE|CEFIXIME TRIHYDRATE|CL 284,635|CL-284635|Cefspan|FK 027|FK-027|FR 17027|FR-17027|Oroken|Suprax";"Small molecule";"4";"453.46";"75";"455";"-0.54";"184.51";"10";"4";"0";"8";"N";"0.23";"2.62";"3.95";"-1.28";"-7.13";"1";"MOL";"0";"30";"12";"5";"1";"453.0413";"ACID";"C16H15N5O7S2";"C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1"
"CHEMBL1200474";"DEMECLOCYCLINE HYDROCHLORIDE";"DEMECLOCYCLINE HYDROCHLORIDE|DEMETHYLCHLORTETRACYCLINE HYDROCHLORIDE|Declomycin|LEDERMYCIN";"Small molecule";"4";"501.32";"37";"69";"0.26";"181.62";"9";"6";"1";"2";"N";"0.33";"2.59";"8.54";"-3.17";"-3.61";"1";"MOL";"0";"32";"10";"7";"1";"464.0986";"ZWITTERION";"C21H22Cl2N2O8";"CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12.Cl"
"CHEMBL1476605";"CLOFOCTOL";"CLOFOCTOL";"Small molecule";"0";"365.34";"36";"68";"7.00";"20.23";"1";"1";"1";"4";"N";"0.62";"10.28";"None";"7.99";"7.99";"2";"MOL";"0";"24";"1";"1";"1";"364.1361";"NEUTRAL";"C21H26Cl2O";"CC(C)(C)CC(C)(C)c1ccc(O)c(Cc2ccc(Cl)cc2Cl)c1"
"CHEMBL359839";"SULFABENZ";"SULFABENZ|Sulfabenz";"Small molecule";"0";"248.31";"6";"6";"2.07";"72.19";"3";"2";"0";"3";"N";"0.82";"8.46";"2.27";"1.63";"1.60";"2";"MOL";"0";"17";"4";"3";"0";"248.0619";"NEUTRAL";"C12H12N2O2S";"Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1"
"CHEMBL6209";"MERAFLOXACIN";"CI-934|MERAFLOXACIN|Merafloxacin";"Small molecule";"0";"379.41";"18";"70";"2.43";"74.57";"5";"2";"0";"6";"N";"0.81";"5.46";"10.33";"-0.29";"-0.29";"2";"MOL";"0";"27";"6";"2";"0";"379.1707";"ZWITTERION";"C19H23F2N3O3";"CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CC)c3c2F)C1"
"CHEMBL2106475";"SARMOXICILLIN";"BL-P1780|SARMOXICILLIN";"Small molecule";"0";"449.53";"";"";"1.18";"108.41";"8";"2";"0";"5";"N";"0.39";"9.48";"4.41";"1.24";"1.23";"1";"MOL";"0";"31";"9";"2";"0";"449.1621";"NEUTRAL";"C21H27N3O6S";"COCOC(=O)[C@@H]1N2C(=O)[C@@H](N3C(=O)C(c4ccc(O)cc4)NC3(C)C)[C@H]2SC1(C)C"
"CHEMBL1200393";"GREPAFLOXACIN HYDROCHLORIDE";"GREPAFLOXACIN HYDROCHLORIDE|OPC-17116|Raxar";"Small molecule";"4";"395.86";"1";"4";"2.28";"74.57";"5";"2";"0";"3";"N";"0.88";"5.68";"8.77";"0.08";"0.08";"2";"MOL";"0";"26";"6";"2";"0";"359.1645";"ZWITTERION";"C19H23ClFN3O3";"Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1.Cl"
"CHEMBL927";"CEFDINIR";"BMY-28488|CEFDINIR|CI-983|Cefzon|FK 482|FK-482|Omnicef";"Small molecule";"4";"395.42";"63";"358";"-0.17";"158.21";"9";"4";"0";"5";"N";"0.23";"2.73";"3.61";"-0.89";"-3.70";"1";"MOL";"0";"26";"10";"5";"0";"395.0358";"ACID";"C14H13N5O5S2";"C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1"
"CHEMBL577736";"TYROTHRICIN";"Bactratycin|TYROTHRICIN";"Protein";"4";"1228.46";"5";"9";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1227.6328";"None";"C65H85N11O13";"CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O"
"CHEMBL494760";"ORMETOPRIM";"ORMETOPRIM|RO 5-9754";"Small molecule";"0";"274.32";"15";"27";"1.56";"96.28";"6";"2";"0";"4";"N";"0.88";"None";"7.16";"1.95";"1.77";"2";"MOL";"0";"20";"6";"4";"0";"274.1430";"NEUTRAL";"C14H18N4O2";"COc1cc(C)c(Cc2cnc(N)nc2N)cc1OC"
"CHEMBL2146124";"CEFUROXIME SODIUM";"BRITACEF|CEFUROXIME|CEFUROXIME SODIUM|CEFUROXIME SODIUM SALT|Kefurox|Zinacef";"Small molecule";"4";"446.37";"20";"23";"-0.54";"173.76";"9";"3";"0";"7";"N";"0.30";"2.96";"None";"-0.90";"-4.38";"1";"MOL";"0";"29";"12";"4";"1";"424.0689";"ACID";"C16H15N4NaO8S";"CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(COC(N)=O)CS[C@H]12)c1ccco1.[Na+]"
"CHEMBL2106327";"DROXACIN SODIUM";"DROXACIN SODIUM|SH 263";"Small molecule";"0";"281.24";"";"";"1.65";"68.53";"4";"1";"0";"2";"N";"0.89";"5.75";"None";"1.61";"-0.04";"2";"MOL";"0";"19";"5";"1";"0";"259.0845";"ACID";"C14H12NNaO4";"CCn1cc(C(=O)[O-])c(=O)c2cc3c(cc21)CCO3.[Na+]"
"CHEMBL891";"CLOXACILLIN";"CLOXACILLIN|Cloxacillin|Cloxapen|ORBENIN|Tegopen";"Small molecule";"4";"435.89";"156";"1118";"2.55";"112.74";"6";"2";"0";"4";"N";"0.71";"3.75";"None";"2.30";"-0.98";"2";"MOL";"0";"29";"8";"2";"0";"435.0656";"ACID";"C19H18ClN3O5S";"Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12"
"CHEMBL617";"CEPHALOTHIN";"CEFALOTIN|Cephalothin|Seffin";"Small molecule";"4";"396.45";"157";"2694";"0.59";"113.01";"7";"2";"0";"6";"N";"0.53";"3.43";"None";"0.02";"-3.38";"1";"MOL";"0";"26";"8";"2";"0";"396.0450";"ACID";"C16H16N2O6S2";"CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1"
"CHEMBL2110367";"TRIMETHOPRIM SULFATE";"BW 72U|TRIMETHOPRIM SULFATE";"Small molecule";"4";"678.73";"";"";"1.26";"105.51";"7";"2";"0";"5";"N";"0.85";"None";"7.16";"1.28";"1.10";"2";"MOL";"0";"21";"7";"4";"0";"290.1379";"NEUTRAL";"C28H38N8O10S";"COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC.COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC.O=S(=O)(O)O"
"CHEMBL2104099";"CEPHACETRILE SODIUM";"BA 36278A|CEFACETRILE SODIUM|CEPHACETRILE SODIUM";"Small molecule";"0";"361.31";"";"";"-0.80";"136.80";"7";"2";"0";"5";"N";"0.49";"3.11";"None";"-1.78";"-5.25";"0";"MOL";"0";"23";"9";"2";"0";"339.0525";"ACID";"C13H12N3NaO6S";"CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)CC#N)[C@H]2SC1.[Na+]"
"CHEMBL1191";"SULFAMETHIZOLE";"MICROSUL|Methazol|PROKLAR|SULFAMETHIZOLE|SULPHAMETHIZOLE|Sulfamethizole|Sulphamethylthiadiazole|Tetracid|Thiosulfil|UROLUCOSIL";"Small molecule";"4";"270.34";"131";"366";"1.23";"97.97";"6";"2";"0";"3";"N";"0.82";"6.71";"1.95";"0.21";"-0.36";"2";"MOL";"0";"17";"6";"3";"0";"270.0245";"NEUTRAL";"C9H10N4O2S2";"Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1"
"CHEMBL2106707";"FUSIDATE SODIUM";"";"Small molecule";"0";"538.70";"2";"2";"5.67";"104.06";"5";"3";"2";"5";"N";"0.25";"4.46";"None";"4.42";"1.58";"0";"MOL";"-1";"37";"6";"3";"2";"516.3451";"ACID";"C31H47NaO6";"CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)C4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)[O-].[Na+]"
"CHEMBL1728";"LOMEFLOXACIN HYDROCHLORIDE";"LOMEFLOXACIN HYDROCHLORIDE|LOMEFLOXACIN MONOHYDROCHLORIDE|Maxaquin|NY-198|SC-47111";"Small molecule";"4";"387.81";"28";"70";"1.80";"74.57";"5";"2";"0";"3";"N";"0.88";"5.45";"8.70";"-0.42";"-0.42";"2";"MOL";"0";"25";"6";"2";"0";"351.1394";"ZWITTERION";"C17H20ClF2N3O3";"CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21.Cl"
"CHEMBL1213456";"NEMONOXACIN";"NEMONOXACIN|TG-873870";"Small molecule";"3";"371.44";"17";"440";"2.22";"97.79";"6";"2";"0";"4";"N";"0.86";"5.53";"9.66";"-0.44";"-0.44";"2";"MOL";"0";"27";"7";"3";"0";"371.1845";"ZWITTERION";"C20H25N3O4";"COc1c(N2C[C@@H](C)C[C@H](N)C2)ccc2c(=O)c(C(=O)O)cn(C3CC3)c12"
"CHEMBL1200351";"SULFADIAZINE SODIUM";"SULFADIAZINE SODIUM";"Small molecule";"4";"272.26";"";"";"0.86";"97.97";"5";"2";"0";"3";"N";"0.79";"6.99";"2.01";"0.39";"-0.05";"2";"MOL";"0";"17";"6";"3";"0";"250.0524";"NEUTRAL";"C10H9N4NaO2S";"Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1.[Na+]"
"CHEMBL2107489";"SULFATHIOUREA";"SULFATHIOCARBAMIDE|SULFATHIOUREA|SULPHATHIOUREA";"Small molecule";"0";"231.30";"2";"2";"-0.21";"98.21";"4";"3";"0";"2";"N";"0.48";"6.13";"2.25";"0.30";"-0.50";"1";"MOL";"0";"14";"5";"5";"0";"231.0136";"ACID";"C7H9N3O2S2";"NC(=S)NS(=O)(=O)c1ccc(N)cc1"
"CHEMBL8";"CIPROFLOXACIN";"BAY O 9867 FREE BASE|BAY Q 3939|BAY-O-9867 FREE BASE|BAY-Q-3939|BAYQ3939|CETRAXAL|CIPROFLOXACIN|Ciloxan|Cipro|Ciprobay|OTIPRIO|Velmonit";"Small molecule";"4";"331.35";"474";"17254";"1.58";"74.57";"5";"2";"0";"3";"N";"0.89";"5.56";"8.68";"-0.85";"-0.85";"2";"MOL";"0";"24";"6";"2";"0";"331.1332";"ZWITTERION";"C17H18FN3O3";"O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O"
"CHEMBL2106076";"CEFPIROME SULFATE";"CEFPIROME SULFATE|Cefrom|HR 810 SULFATE";"Small molecule";"4";"612.67";"1";"1";"-1.04";"153.92";"10";"2";"1";"7";"N";"0.21";"2.67";"3.54";"-4.02";"-3.65";"2";"MOL";"0";"35";"11";"3";"2";"514.1093";"ACID";"C22H24N6O9S3";"CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCC4)CS[C@H]12)c1csc(N)n1.O=S(=O)(O)O"
"CHEMBL1201270";"METHENAMINE";"E-239|E239|HEXAMETHYLENAMINE|HEXAMETHYLENETETRAMINE|HEXAMINE|INS NO.239|INS-239|METHENAMINE|NSC-26346|NSC-403347|Uritone|Urotropin";"Small molecule";"4";"140.19";"9";"33";"-1.02";"12.96";"4";"0";"0";"0";"N";"0.43";"None";"5.88";"0.39";"0.38";"0";"MOL";"0";"10";"4";"0";"0";"140.1062";"NEUTRAL";"C6H12N4";"C1N2CN3CN1CN(C2)C3"
"CHEMBL230599";"PREMAFLOXACIN";"PREMAFLOXACIN|U-95376";"Small molecule";"0";"403.45";"5";"8";"2.62";"83.80";"6";"2";"0";"6";"N";"0.77";"5.50";"10.34";"-0.42";"-0.42";"2";"MOL";"0";"29";"7";"2";"0";"403.1907";"ZWITTERION";"C21H26FN3O4";"CN[C@@H](C)[C@@H]1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2OC)C1"
"CHEMBL225164";"CLOXYQUIN";"CLOXIQUINE|CLOXYQUIN";"Small molecule";"0";"179.61";"52";"95";"2.59";"33.12";"2";"1";"0";"0";"Y";"0.67";"8.37";"4.01";"2.43";"2.39";"2";"MOL";"0";"12";"2";"1";"0";"179.0138";"NEUTRAL";"C9H6ClNO";"Oc1ccc(Cl)c2cccnc12"
"CHEMBL2105803";"EFEPRISTIN";"EFEPRISTIN";"Protein";"0";"852.95";"";"";"1.25";"236.75";"12";"5";"2";"7";"N";"0.21";"7.53";"4.65";"1.33";"1.09";"3";"MOL";"0";"62";"18";"5";"2";"852.3806";"NEUTRAL";"C44H52N8O10";"CC[C@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2CC(=O)CCN2C(=O)[C@H](Cc2ccc(NC)cc2)N(C)C(=O)[C@@H]2CCCN2C1=O"
"CHEMBL2009312";"SANCYCLINE";"Bonomycin|GS 2147|NORCYCLINE|SANCYCLINE";"Small molecule";"0";"414.41";"5";"17";"0.12";"161.39";"8";"5";"0";"2";"N";"0.43";"2.96";"8.29";"-2.60";"-2.76";"1";"MOL";"0";"30";"9";"6";"1";"414.1427";"ACID";"C21H22N2O7";"CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4C[C@H]3C[C@@H]12"
"CHEMBL4297105";"TEICOPLANIN A2-4";"TEICOPLANIN A2-4";"Unknown";"0";"1893.71";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1891.5722";"None";"C89H99Cl2N9O33";"CCC(C)CCCCCCC(=O)N[C@H]1[C@H](Oc2c3cc4cc2Oc2ccc(cc2Cl)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H]2NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H]4NC(=O)[C@@H](Cc5ccc(c(Cl)c5)O3)NC(=O)[C@H](N)c3ccc(O)c(c3)Oc3cc(O)cc4c3)c3ccc(O)c(c3)-c3c(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)cc(O)cc3[C@@H](C(=O)O)NC2=O)O[C@H](CO)[C@@H](O)[C@@H]1O"
"CHEMBL176";"BEKANAMYCIN";"AMINODEOXYKANAMYCIN|BEKANAMYCIN|BEKANAMYCIN SULFATE|KANAMYCIN B|Kantrex|Klebcil|NK 1006|NK-1006";"Small molecule";"3";"483.52";"45";"272";"-7.33";"288.40";"15";"11";"2";"6";"N";"0.17";"12.39";"9.34";"-7.17";"-13.11";"0";"MOL";"0";"33";"15";"16";"2";"483.2540";"BASE";"C18H37N5O10";"NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O"
"CHEMBL2106745";"NORFLOXACIN SUCCINIL";"NORFLOXACIN SUCCINIL";"Small molecule";"0";"419.41";"";"";"1.37";"120.15";"6";"2";"0";"6";"N";"0.73";"4.00";"0.01";"0.88";"-3.80";"2";"MOL";"0";"30";"9";"2";"0";"419.1493";"ACID";"C20H22FN3O6";"CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C(=O)CCC(=O)O)CC3)cc21"
"CHEMBL1236180";"EPITETRACYCLINE";"";"Small molecule";"0";"444.44";"1";"1";"-0.21";"181.62";"9";"6";"1";"2";"N";"0.34";"2.91";"8.81";"-3.47";"-3.70";"1";"MOL";"0";"32";"10";"7";"1";"444.1533";"ZWITTERION";"C22H24N2O8";"CN(C)[C@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12"
"CHEMBL491571";"DORIPENEM";"DORIBAX|DORIPENEM|Finibax|S-4661";"Small molecule";"4";"420.51";"142";"1974";"-1.60";"162.06";"7";"5";"0";"7";"N";"0.31";"3.34";"9.51";"-5.56";"-5.57";"0";"MOL";"0";"27";"10";"6";"1";"420.1137";"ZWITTERION";"C15H24N4O6S2";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)[C@H](C)[C@H]12"
"CHEMBL455461";"RADEZOLID";"RADEZOLID|RX-013|RX-01_667|RX-103|RX-1741|RX-O1_667";"Small molecule";"2";"438.46";"25";"268";"2.36";"112.24";"6";"3";"0";"8";"N";"0.50";"8.56";"7.46";"1.29";"1.14";"3";"MOL";"0";"32";"9";"3";"0";"438.1816";"NEUTRAL";"C22H23FN6O3";"CC(=O)NC[C@H]1CN(c2ccc(-c3ccc(CNCc4cnn[nH]4)cc3)c(F)c2)C(=O)O1"
"CHEMBL1449676";"ORNIDAZOLE";"NSC-95075|ORNIDAZOLE|RO 7-0207|RO-7-0207|RO-70207|TIBERAL";"Small molecule";"4";"219.63";"29";"74";"0.70";"81.19";"5";"1";"0";"4";"N";"0.46";"13.82";"3.27";"0.26";"0.26";"1";"MOL";"0";"14";"6";"1";"0";"219.0411";"NEUTRAL";"C7H10ClN3O3";"Cc1ncc([N+](=O)[O-])n1CC(O)CCl"
"CHEMBL1201019";"CEFTIZOXIME SODIUM";"CEFTIZOXIME SODIUM|CEFTIZOXIME SODIUM SALT|Cefizox|Epocelin|FK 749|FK-749|FR 13749|FR-13749|SK&F 88373-Z|SK&F-88373-Z";"Small molecule";"4";"405.39";"10";"36";"-0.56";"147.21";"9";"3";"0";"5";"N";"0.35";"2.66";"3.60";"-0.94";"-3.61";"1";"MOL";"0";"25";"10";"4";"0";"383.0358";"ACID";"C13H12N5NaO5S2";"CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=CCS[C@H]12)c1csc(N)n1.[Na+]"
"CHEMBL3186538";"CEFROXADINE";"CEFROXADINE|CGP 9000";"Small molecule";"0";"365.41";"2";"19";"-0.07";"121.96";"6";"3";"0";"5";"N";"0.46";"3.08";"7.60";"-3.40";"-3.60";"0";"MOL";"0";"25";"8";"4";"0";"365.1045";"ACID";"C16H19N3O5S";"COC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1"
"CHEMBL3184512";"CLINDAMYCIN PHOSPHATE";"CLEOCIN PHOSPHATE|CLEOCIN T|CLINDA-DERM|CLINDAMYCIN 2-DIHYDROGEN PHOSPHATE|CLINDAMYCIN PHOSPHATE|CLINDETS|Cleocin|Clindagel|Clindesse|DALACIN|DALACIN C PHOS|DALACIN T|Evoclin|NSC-618653|U 28508|U-28,508|U-28508|ZINDACLIN";"Small molecule";"4";"504.97";"5";"11";"0.51";"148.79";"8";"5";"1";"9";"N";"0.22";"0.71";"7.55";"-0.57";"-2.35";"0";"MOL";"0";"31";"10";"5";"1";"504.1462";"ACID";"C18H34ClN2O8PS";"CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)N(C)C1"
"CHEMBL47955";"EPEREZOLID";"EPEREZOLID|Eperezolid|U-100,592|U-100592";"Small molecule";"0";"394.40";"39";"216";"-0.07";"102.42";"6";"2";"0";"5";"N";"0.72";"13.61";"None";"-0.89";"-0.89";"1";"MOL";"0";"28";"9";"2";"0";"394.1652";"NEUTRAL";"C18H23FN4O5";"CC(=O)NC[C@H]1CN(c2ccc(N3CCN(C(=O)CO)CC3)c(F)c2)C(=O)O1"
"CHEMBL1200780";"TOBRAMYCIN SULFATE";"NEBCIN|TOBRAMYCIN SULFATE|TOBRAMYCIN SULFATE (PHARMACY BULK)";"Small molecule";"0";"565.60";"6";"8";"-6.30";"268.17";"14";"10";"2";"6";"N";"0.17";"12.53";"9.54";"-6.48";"-13.16";"0";"MOL";"-1";"32";"14";"15";"2";"467.2591";"BASE";"C18H39N5O13S";"NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O.O=S(=O)(O)O"
"CHEMBL443";"SULFAMETHOXAZOLE";"ACETYLSULFAMETHOXAZOLE|Acetylsulfamethoxazole|GANTANOL-DS|Gantanol|NSC-147832|RO 4-2130|RO-4-2130|STX-608|SULFAMETHOXAZOLE|SULFAMETHOXAZOLE SODIUM|SULPHAMETHOXAZOLE|Sinomin|Suphamethoxazole|UROBAK";"Small molecule";"4";"253.28";"186";"1172";"1.37";"98.22";"5";"2";"0";"3";"N";"0.80";"6.16";"1.97";"0.79";"0.00";"2";"MOL";"0";"17";"6";"3";"0";"253.0521";"ACID";"C10H11N3O3S";"Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1"
"CHEMBL1201761";"BESIFLOXACIN HYDROCHLORIDE";"BESIFLOXACIN HYDROCHLORIDE|BESIVANCE|BOL-303224-A|SS-734|SS734";"Small molecule";"4";"430.31";"2";"4";"3.14";"88.56";"5";"2";"0";"3";"N";"0.84";"5.45";"9.67";"0.54";"0.54";"2";"MOL";"0";"27";"6";"3";"0";"393.1255";"ZWITTERION";"C19H22Cl2FN3O3";"Cl.N[C@@H]1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1"
"CHEMBL1525826";"SULFALENE";"AS-18908|KELFIZINE W|Kelfizina|LONGUM|NSC-110433|SULFALENE|SULFAMETHOPYRAZINE|SULFAMETOPYRAZINE";"Small molecule";"4";"280.31";"15";"27";"0.87";"107.20";"6";"2";"0";"4";"N";"0.80";"5.91";"1.98";"0.23";"-0.62";"2";"MOL";"0";"19";"7";"3";"0";"280.0630";"ACID";"C11H12N4O3S";"COc1nccnc1NS(=O)(=O)c1ccc(N)cc1"
"CHEMBL2105460";"SEDECAMYCIN";"BUNDLIN|RO 23-0731/000|SEDECAMYCIN|T-2636|T-2636A";"Small molecule";"0";"501.58";"";"";"2.29";"136.07";"8";"2";"1";"3";"N";"0.34";"11.97";"None";"2.52";"2.52";"0";"MOL";"0";"36";"9";"2";"1";"501.2363";"NEUTRAL";"C27H35NO8";"CC(=O)O[C@@H]1/C=C/C(C)=C/C[C@H](O)/C=C/C(C)=C/[C@@H](NC(=O)C(C)=O)[C@]2(C)C(=O)O[C@H](C1)[C@@H](C)C2=O"
"CHEMBL1437065";"NITROMIDE";"NITROMIDE";"Small molecule";"0";"211.13";"71";"82";"0.60";"129.37";"5";"1";"0";"3";"N";"0.58";"11.90";"None";"0.70";"0.70";"1";"MOL";"0";"15";"8";"2";"0";"211.0229";"NEUTRAL";"C7H5N3O5";"NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1"
