Name,SMILES,hit_inh,hit_kill
cytochalasin-B,"C[C@H]1[C@H]2[C@H](Cc3ccccc3)NC(=O)[C@]22OC(=O)\C=C\[C@H](O)CCC[C@@H](C)C\C=C\[C@H]2[C@H](O)C1=C |t:20,30|",0.0,0.0
alogliptin,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,0.0,0.0
pyrazoloacridine,COc1ccc2nc3c(ccc4n(CCCN(C)C)[nH]c(c34)c2c1)[N+]([O-])=O,0.0,0.0
droxidopa,N[C@@H]([C@H](O)c1ccc(O)c(O)c1)C(O)=O,0.0,0.0
eperisone,CCc1ccc(cc1)C(=O)[C@@H](C)CN1CCCCC1 |r|,0.0,0.0
chromocarb,OC(=O)c1cc(=O)c2ccccc2o1,0.0,0.0
walrycin-B,Cn1nc(nc2c1nc(=O)n(C)c2=O)-c1ccc(cc1)C(F)(F)F,0.0,0.0
pyridoxal,Cc1ncc(CO)c(C=O)c1O,0.0,0.0
butylidenephthalide,CCC\C=C1/OC(=O)c2ccccc12,0.0,0.0
pexidartinib,FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,0.0,0.0
linsitinib,C[C@@]1(O)C[C@@H](C1)c1nc(-c2ccc3ccc(nc3c2)-c2ccccc2)c2c(N)nccn12 |r|,0.0,0.0
NAS-181,C(Oc1cccc2C=C(CN3CCOCC3)COc12)[C@H]1CNCCO1 |t:7|,0.0,0.0
isosorbide-mononitrate,O[C@H]1CO[C@@H]2[C@@H](CO[C@H]12)O[N+]([O-])=O,0.0,0.0
AZD9496,C[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1CC(C)(C)F)c1c(F)cc(\C=C\C(O)=O)cc1F,0.0,0.0
ZK-164015,CCCCCS(=O)(=O)CCCCCCCCCCn1c(c(C)c2cc(O)ccc12)-c1ccc(O)cc1,0.0,0.0
etrabamine,"CN[C@H]1CCc2ncsc2C1 |&1:2,r|",0.0,0.0
ceruletide,[H][C@](NC(=O)[C@H](Cc1ccc(OS(O)(=O)=O)cc1)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCC(=O)N1)([C@@H](C)O)C(=O)NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,0.0,0.0
CRT0044876,OC(=O)c1cc2cccc([N+]([O-])=O)c2[nH]1,0.0,0.0
salinomycin,CC[C@H]([C@H]1CC[C@H](C)[C@@H](O1)[C@@H](C)[C@H](O)[C@H](C)C(=O)[C@H](CC)[C@H]1O[C@@]2(O[C@@]3(CC[C@](C)(O3)[C@H]3CC[C@](O)(CC)[C@H](C)O3)[C@H](O)C=C2)[C@H](C)C[C@@H]1C)C(O)=O |c:46|,0.0,0.0
oleandrin,CO[C@H]1C[C@H](O[C@H]2CC[C@@]3(C)[C@H](CC[C@@H]4[C@@H]3CC[C@]3(C)[C@H]([C@H](C[C@]43O)OC(C)=O)C3=CC(=O)OC3)C2)O[C@@H](C)[C@@H]1O |t:32|,0.0,0.0
N-methylformamide,CNC=O,0.0,0.0
taltobulin,CN[C@H](C(=O)N[C@H](C(=O)N(C)[C@H](\C=C(/C)C(O)=O)C(C)C)C(C)(C)C)C(C)(C)c1ccccc1,0.0,0.0
NSC-319726,C\C(=N/NC(=S)N1CCC1)c1ccccn1,0.0,0.0
ebrotidine,NC(=N)Nc1nc(CSCCN\C=N\S(=O)(=O)c2ccc(Br)cc2)cs1,0.0,0.0
ML347,COc1ccc(cc1)-c1cnc2c(cnn2c1)-c1cccc2ncccc12,0.0,0.0
itacitinib,Fc1c(ccnc1C(F)(F)F)C(=O)N1CCC(CC1)N1CC(CC#N)(C1)n1cc(cn1)-c1ncnc2[nH]ccc12,0.0,0.0
fucoxanthin,[H]C(=[C@@]=C1C(C)(C)C[C@@H](C[C@@]1(C)O)OC(C)=O)C(\C)=C\C=C\C(\C)=C\C=C\C=C(/C)\C=C\C=C(/C)C(=O)C[C@]12O[C@@]1(C)C[C@H](O)CC2(C)C,0.0,0.0
NQDI-1,CCOC(=O)c1c2-c3ccccc3C(=O)c3cccc([nH]c1=O)c23,0.0,0.0
protriptyline,CNCCCC1c2ccccc2C=Cc2ccccc12 |c:13|,0.0,0.0
trimetozine,COc1cc(cc(OC)c1OC)C(=O)N1CCOCC1,0.0,0.0
BGT226,COc1ccc(cn1)-c1ccc2ncc3n(C)c(=O)n(-c4ccc(N5CCNCC5)c(c4)C(F)(F)F)c3c2c1,0.0,0.0
etonogestrel,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H] |c:23|,0.0,0.0
proxymetacaine,CCCOc1ccc(cc1N)C(=O)OCCN(CC)CC,0.0,0.0
melphalan,N[C@@H](Cc1ccc(cc1)N(CCCl)CCCl)C(O)=O,0.0,0.0
YIL-781,CC(C)N1CCC[C@H](Cn2c(C)nc3ccc(Oc4ccc(F)cc4)cc3c2=O)C1,0.0,0.0
EPZ020411,CNCCN(C)Cc1c[nH]nc1-c1ccc(O[C@H]2C[C@@H](C2)OCCC2CCOCC2)cc1 |r|,0.0,0.0
metaproterenol,CC(C)NC[C@@H](O)c1cc(O)cc(O)c1 |&1:5|,0.0,0.0
ML9,Clc1cccc2c(cccc12)S(=O)(=O)N1CCCNCC1,0.0,0.0
cimetropium,"C[N@@+]1(CC2CC2)[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)c1ccccc1 |a:6,8,10,11,13,17,&1:1,TLB:0:1:7.8.9:11.13,THB:2:1:7.8.9:11.13,12:11:1:7.8.9,12:13:1:7.8.9,14:8:1:11.13|",0.0,0.0
lonafarnib,NC(=O)N1CCC(CC(=O)N2CCC(CC2)[C@H]2c3ncc(Br)cc3CCc3cc(Cl)cc(Br)c23)CC1,0.0,0.0
LSZ-102,CC(F)(F)c1cc(F)ccc1-c1sc2cc(O)ccc2c1Oc1ccc(\C=C\C(O)=O)cc1,0.0,0.0
NVP-DPP728,O=C(CNCCNc1ccc(cn1)C#N)N1CCC[C@H]1C#N,0.0,0.0
sulfafurazole,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,0.0,0.0
LY266097,COc1ccc(C[C@H]2NCCc3c2[nH]c2ccc(C)cc32)c(Cl)c1OC |&1:7|,0.0,0.0
WIKI4,COc1ccc(cc1)-n1c(SCCCN2C(=O)c3cccc4cccc(C2=O)c34)nnc1-c1ccncc1,0.0,0.0
cholecalciferol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,0.0,0.0
AC-7954-(+/-),CN(C)CC[C@]1(Cc2ccccc2C(=O)O1)c1ccc(Cl)cc1 |&1:5|,0.0,0.0
nebivolol,"O[C@H](CNC[C@@H](O)[C@@H]1CCc2cc(F)ccc2O1)[C@H]1CCc2cc(F)ccc2O1 |&1:1,5,7,18|",0.0,0.0
DSR-6434,CCCCNc1nc(N)c2[nH]c(=O)n(Cc3ccc(OCCN(C)C)nc3)c2n1,0.0,0.0
vonoprazan,CNCc1cc(-c2ccccc2F)n(c1)S(=O)(=O)c1cccnc1,0.0,0.0
regorafenib,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)c(F)c2)ccn1,0.0,0.0
arundic-acid,CCCCCC[C@@H](CCC)C(O)=O,0.0,0.0
arglabin,CC1=CC[C@]23O[C@@]2(C)CC[C@@H]2[C@H](OC(=O)C2=C)[C@@H]13 |t:1|,0.0,0.0
lactulose,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,0.0,0.0
trans-4-hydroxycrotonic-acid,OC\C=C\C(O)=O,0.0,0.0
mexeneone,COc1ccc(C(=O)c2ccc(C)cc2)c(O)c1,0.0,0.0
tinoridine,CCOC(=O)c1c(N)sc2CN(Cc3ccccc3)CCc12,0.0,0.0
iberdomide,O=C1N(Cc2c1cccc2OCc1ccc(CN2CCOCC2)cc1)[C@H]1CCC(=O)NC1=O,0.0,0.0
ozagrel,OC(=O)\C=C\c1ccc(Cn2ccnc2)cc1,0.0,0.0
MDL-27531,Cn1c(nnc1S(C)(=O)=O)-c1ccccc1,0.0,0.0
tibolone,"C[C@@H]1CC2=C(CCC(=O)C2)[C@H]2CC[C@@]3(C)[C@H](CC[C@@]3(O)C#C)[C@@H]12 |a:1,10,13,15,18,&1:22,t:3|",0.0,0.0
pyronaridine,COc1ccc2nc3cc(Cl)ccc3c(Nc3cc(CN4CCCC4)c(O)c(CN4CCCC4)c3)c2n1,0.0,0.0
fenthion,COP(=S)(OC)Oc1ccc(SC)c(C)c1,0.0,0.0
sitosterol,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C |t:13|,0.0,0.0
3-hydroxy-3-phenylpentanamide,"CC[C@@](O)(CC(N)=O)c1ccccc1 |&1:2,r|",0.0,0.0
narasin,"CC[C@H]([C@@H]1O[C@@H]([C@@H](C)[C@H](O)[C@H](C)C(=O)[C@H](CC)[C@H]2O[C@@]3(O[C@@]4(CC[C@](C)(O4)[C@H]4CC[C@](O)(CC)[C@H](C)O4)[C@H](O)C=C3)[C@H](C)C[C@@H]2C)[C@@H](C)C[C@H]1C)C(O)=O |a:2,3,5,6,8,10,14,17,19,21,24,30,34,37,41,44,46,49,&1:27,c:41|",0.0,0.0
nimesulide,CS(=O)(=O)Nc1ccc(cc1Oc1ccccc1)[N+]([O-])=O,0.0,0.0
C11-Acetate,[Y+3],0.0,0.0
benidipine,COC(=O)C1=C(C)NC(C)=C([C@@H]1c1cccc(c1)[N+]([O-])=O)C(=O)O[C@@H]1CCCN(Cc2ccccc2)C1,0.0,0.0
trofosfamide,"ClCCN(CCCl)[P@@]1(=O)OCCCN1CCCl |&1:7,r|",0.0,0.0
CGP-78608,C[C@@H](NCc1cc(Br)cc2[nH]c(=O)c(=O)[nH]c12)P(O)(O)=O,0.0,0.0
GSK3179106,CCOc1cc(=O)[nH]cc1-c1ccc(CC(=O)Nc2cc(on2)C(C)(C)C(F)(F)F)c(F)c1,0.0,0.0
eltoprazine,C1CN(CCN1)c1cccc2OCCOc12,0.0,0.0
SKF-81297,Oc1cc2C(CNCCc2c(Cl)c1O)c1ccccc1,0.0,0.0
desoxycortone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO |t:8|,0.0,0.0
BMS-214662,O=S(=O)(N1Cc2cc(ccc2N(Cc2cnc[nH]2)C[C@H]1Cc1ccccc1)C#N)c1cccs1,0.0,0.0
teicoplanin-A2-1,"CCCCC\C=C\CCC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1Oc1c2Oc3ccc(C[C@H]4NC(=O)[C@H](N)c5ccc(O)c(Oc6cc(O)cc(c6)[C@H](NC4=O)C(=O)N[C@@H]4c(c2)cc1Oc1ccc(cc1Cl)[C@@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1NC(C)=O)[C@@H]1NC(=O)[C@H](NC4=O)c2ccc(O)c(c2)-c2c(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)cc(O)cc2[C@H](NC1=O)C(O)=O)c5)cc3Cl |a:12,13,15,17,21,35,51,58,71,73,75,78,80,82,87,91,107,110,112,114,121,&1:31,&2:105|",0.0,0.0
nifurtimox,"C[C@H]1CS(=O)(=O)CCN1\N=C\c1ccc(o1)[N+]([O-])=O |&1:1,r|",0.0,0.0
CEP-37440,CNC(=O)c1ccccc1Nc1nc(Nc2ccc3C[C@H](CCCc3c2OC)N2CCN(CCO)CC2)ncc1Cl,0.0,0.0
BTS,Cc1ccc(cc1)S(=O)(=O)NCc1ccccc1,0.0,0.0
palomid-529,"COc1ccc(COc2cc3oc(=O)c4cc(ccc4c3cc2OC)[C@@H](C)O)cc1 |&1:25,r|",0.0,0.0
thiotepa,S=P(N1CC1)(N1CC1)N1CC1,0.0,0.0
BRL-52537,Clc1ccc(CC(=O)N2CCCC[C@@H]2CN2CCCC2)cc1Cl |&1:13|,0.0,0.0
zoxazolamine,Nc1nc2cc(Cl)ccc2o1,0.0,0.0
TPCA-1,NC(=O)Nc1sc(cc1C(N)=O)-c1ccc(F)cc1,0.0,0.0
sulfaquinoxaline,Nc1ccc(cc1)S(=O)(=O)Nc1cnc2ccccc2n1,0.0,0.0
nibentan,"CCN(CC)CCCC[C@@H](NC(=O)c1ccc(cc1)[N+]([O-])=O)c1ccccc1 |&1:9,r|",0.0,0.0
iloprost,"CC#CC[C@@H](C)[C@H](O)\C=C\[C@H]1[C@H](O)C[C@@H]2C\C(C[C@H]12)=C/CCCC(O)=O |a:6,10,11,14,18,&1:4|",0.0,0.0
XL041,CC(C)(O)c1cn(c(n1)C(C)(C)c1c(Cl)cccc1Cl)-c1ccc(cc1F)-c1cc(F)c(CO)c(c1)S(C)(=O)=O,0.0,0.0
4-iodo-6-phenylpyrimidine,Ic1cc(ncn1)-c1ccccc1,0.0,0.0
metacetamol,CC(=O)Nc1cccc(O)c1,0.0,0.0
medroxyprogesterone,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(C)=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12 |t:25|,0.0,0.0
L-arginine,N[C@@H](CCCNC(N)=N)C(O)=O,0.0,0.0
ciproxifan,O=C(C1CC1)c1ccc(OCCCc2cnc[nH]2)cc1,0.0,0.0
levodopa,N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,0.0,0.0
delivert,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](N)CC(O)=O)C(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@@H]1C(=O)N[C@H](Cc1ccccc1)C(O)=O,0.0,0.0
BAG-956,Cc1nc2cnc3ccc(cc3c2n1-c1ccc(cc1)C(C)(C)C#N)C#Cc1cccnc1,0.0,0.0
phenserine,CN1CC[C@]2(C)[C@H]1N(C)c1ccc(OC(=O)Nc3ccccc3)cc21,0.0,0.0
sucrose,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,0.0,0.0
hydrocortisone,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO |t:9|,0.0,0.0
PD-173074,CCN(CC)CCCCNc1ncc2cc(c(NC(=O)NC(C)(C)C)nc2n1)-c1cc(OC)cc(OC)c1,0.0,0.0
eprinomectin,"[H][C@@]12OC\C3=C/C=C/[C@]([H])(C)[C@]([H])(O[C@@]4([H])C[C@H](OC)[C@@H](O[C@@]5([H])C[C@H](OC)[C@@H](NC(C)=O)[C@H](C)O5)[C@H](C)O4)\C(C)=C\C[C@]4([H])C[C@@]([H])(C[C@]5(O4)O[C@]([H])([C@@H](C)CC)[C@@]([H])(C)C=C5)OC(=O)[C@]([H])(C=C(C)[C@@]1([H])O)[C@@]23O |c:4,64,t:6,42,72|",0.0,0.0
pyroxamide,ONC(=O)CCCCCCC(=O)Nc1cccnc1,0.0,0.0
fenaclon,ClCCC(=O)NCCc1ccccc1,0.0,0.0
secoisolariciresinol-diglucoside,COc1cc(C[C@@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)Cc2ccc(O)c(OC)c2)ccc1O,0.0,0.0
olodanrigan,COc1ccc2CN([C@@H](Cc2c1OCc1ccccc1)C(O)=O)C(=O)C(c1ccccc1)c1ccccc1,0.0,0.0
anacetrapib,COc1cc(F)c(cc1-c1ccc(cc1CN1[C@@H](C)[C@H](OC1=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(C)C,0.0,0.0
GR-127935,COc1ccc(NC(=O)c2ccc(cc2)-c2ccc(cc2C)-c2noc(C)n2)cc1N1CCN(C)CC1,0.0,0.0
clomethiazole,Cc1ncsc1CCCl,0.0,0.0
GSK256066,COc1cccc(Nc2c(cnc3c(C)cc(cc23)S(=O)(=O)c2cccc(c2)C(=O)N(C)C)C(N)=O)c1,0.0,0.0
telcagepant,Fc1cccc([C@@H]2CC[C@@H](NC(=O)N3CCC(CC3)n3c4cccnc4[nH]c3=O)C(=O)N(CC(F)(F)F)C2)c1F,0.0,0.0
pirlindole,Cc1ccc2n3CCN[C@H]4CCCc(c34)c2c1 |&1:9|,0.0,0.0
anabasine,"C1CC[C@@H](NC1)c1cccnc1 |&1:3,r|",0.0,0.0
TCS-3035,OC(=O)COc1ccc(\C=C2/SC(=O)NC2=O)cc1,0.0,0.0
sulbutiamine,CC(C)C(=O)OCC\C(SS\C(CCOC(=O)C(C)C)=C(/C)N(Cc1cnc(C)nc1N)C=O)=C(\C)N(Cc1cnc(C)nc1N)C=O,0.0,0.0
nemorexant,COc1ccc(c(c1)C(=O)N1CCC[C@@]1(C)c1nc2ccc(Cl)c(C)c2[nH]1)-n1nccn1,0.0,0.0
indirubin-3-monoxime,O\N=C1\C(\Nc2ccccc\12)=C1\C(=O)Nc2ccccc12,0.0,0.0
allantoin,NC(=O)N[C@H]1NC(=O)NC1=O |r|,0.0,0.0
galidesivir,Nc1ncnc2c(c[nH]c12)[C@@H]1N[C@H](CO)[C@@H](O)[C@H]1O,0.0,0.0
lobenzarit,OC(=O)c1ccccc1Nc1cc(Cl)ccc1C(O)=O,0.0,0.0
GLPG0492-R-enantiomer,CN1C(=O)N(C(=O)[C@]1(CO)c1ccccc1)c1ccc(C#N)c(c1)C(F)(F)F,0.0,0.0
YO-01027,C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)N[C@H]1c2ccccc2-c2ccccc2N(C)C1=O,0.0,0.0
equol,Oc1ccc(cc1)[C@H]1COc2cc(O)ccc2C1,0.0,0.0
voriconazole,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,0.0,0.0
rimexolone,"CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C |c:17,t:13|",0.0,0.0
lenalidomide,"Nc1cccc2C(=O)N(Cc12)[C@H]1CCC(=O)NC1=O |&1:11,r|",0.0,0.0
tifenazoxide,CC1(CC1)NC1=NS(=O)(=O)c2sc(Cl)cc2N1 |t:6|,0.0,0.0
nilvadipine,"COC(=O)C1=C(NC(C)=C([C@@H]1c1cccc(c1)[N+]([O-])=O)C(=O)OC(C)C)C#N |&1:10,r,c:8,t:4|",0.0,0.0
retagliptin,COC(=O)c1nc(n2CCN(Cc12)C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)C(F)(F)F,0.0,0.0
probucol,CC(C)(Sc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C)Sc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,0.0,0.0
PD-198306,Cc1cc(I)ccc1Nc1c(F)c(F)c(F)cc1C(=O)NOCC1CC1,0.0,0.0
ethynylcytidine,Nc1ccn([C@@H]2O[C@H](CO)[C@](O)(C#C)[C@H]2O)c(=O)n1,0.0,0.0
epigallocatechin-(-),O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1,0.0,0.0
vericiguat,COC(=O)Nc1c(N)nc(nc1N)-c1nn(Cc2ccccc2F)c2ncc(F)cc12,0.0,0.0
PF-06412562,Cc1cc(Oc2nccc3[nH]ncc23)ccc1-c1c(C)ncnc1C,0.0,0.0
landiolol,CC1(C)OC[C@@H](COC(=O)CCc2ccc(OC[C@@H](O)CNCCNC(=O)N3CCOCC3)cc2)O1,0.0,0.0
atomoxetine,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,0.0,0.0
salvianolic-acid-B,OC(=O)[C@@H](Cc1ccc(O)c(O)c1)OC(=O)\C=C\c1ccc(O)c2O[C@H]([C@H](C(=O)O[C@H](Cc3ccc(O)c(O)c3)C(O)=O)c12)c1ccc(O)c(O)c1,0.0,0.0
chlorpropamide,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,0.0,0.0
dextrorotation-nimorazole-phosphate-ester,Cc1ncc(n1C[C@@H](CN1CCOCC1)OP(O)(O)=O)[N+]([O-])=O,0.0,0.0
pimobendan,"COc1ccc(cc1)-c1nc2ccc(cc2[nH]1)C1=NNC(=O)C[C@H]1C |&1:23,t:20|",0.0,0.0
GNE-7915,CCNc1nc(Nc2cc(F)c(cc2OC)C(=O)N2CCOCC2)ncc1C(F)(F)F,0.0,0.0
octocrylene,CCCC[C@@H](CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1 |&1:4|,0.0,0.0
SR-95639A,C(CN1CCOCC1)Nc1cc2CCCc3ccccc3-c2nn1,0.0,0.0
omtriptolide,[H][C@@]12C[C@@H]3O[C@@]33[C@H](OC(=O)CCC(O)=O)[C@]4(O[C@H]4[C@@H]4O[C@]34[C@@]1(C)CCC1=C2COC1=O)C(C)C |c:30|,0.0,0.0
ASP-6537,COc1nc(-c2ccc(OC)cc2)n(n1)-c1ccc(OC)cc1,0.0,0.0
WAY-600,C(N1CCC(CC1)n1ncc2c(nc(nc12)-c1ccc2[nH]ccc2c1)N1CCOCC1)c1cccnc1,0.0,0.0
oxibendazole,CCCOc1ccc2nc(NC(=O)OC)[nH]c2c1,0.0,0.0
ZD-0947,"FC(F)(F)C1=C[C@H](C2=C(CCCC2=O)N1)c1cccc(c1)C#N |t:4,7|",0.0,0.0
carbazochrome,"CN1[C@@H](CC2=C\C(=N\NC(N)=O)C(=O)C=C12)S(O)(=O)=O |&1:2,t:4,14|",0.0,0.0
beta-carotene,"C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C |c:9,32|",0.0,0.0
amiprilose,CN(C)CCCO[C@H]1[C@H](O[C@@H]2OC(C)(C)O[C@H]12)[C@H](O)CO,0.0,0.0
methylprednisolone,"C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12 |c:23,t:27|",0.0,0.0
difluprednate,"CCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)COC(C)=O |c:18,t:14|",0.0,0.0
AJ76-(+),CCCN[C@@H]1CCc2c(OC)cccc2[C@@H]1C,0.0,0.0
hydrocortisone-hemisuccinate,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC(O)=O |t:9|,0.0,0.0
seocalcitol,CCC(O)(CC)\C=C\C=C\[C@@H](C)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C,0.0,0.0
JW-55,COc1ccc(cc1)C1(CNC(=O)c2ccc(NC(=O)c3ccco3)cc2)CCOCC1,0.0,0.0
SCH-900776,Cn1cc(cn1)-c1cnn2c(N)c(Br)c(nc12)[C@@H]1CCCNC1,0.0,0.0
"2,3-cis/exo-pinanediol",CC1(C)C2CC1[C@](C)(O)[C@H](O)C2,0.0,0.0
GW-441756,Cn1cc(\C=C2/C(=O)Nc3cccnc23)c2ccccc12,0.0,0.0
BMS-986195,CC#CC(=O)N[C@H]1CCCN(C1)c1c(F)cc(C(N)=O)c2[nH]c(C)c(C)c12,0.0,0.0
triclocarban,Clc1ccc(NC(=O)Nc2ccc(Cl)c(Cl)c2)cc1,0.0,0.0
tivantinib,O=C1NC(=O)[C@H]([C@@H]1c1c[nH]c2ccccc12)c1cn2CCCc3cccc1c23,0.0,0.0
KU14R,"CC[C@]1(Cc2ccccc2O1)c1ncc[nH]1 |&1:2,r|",0.0,0.0
chlorophyllin,CCc1c(C)c2cc3nc(cc4[nH]c([C@@H](CCC(O)=O)[C@@H]4C)c(CC(O)=O)c4[nH]c(cc1n2)c(C)c4C(O)=O)c(C)c3C=C,0.0,0.0
anisomycin,COc1ccc(C[C@H]2NC[C@H](O)[C@H]2OC(C)=O)cc1,0.0,0.0
picartamide,"CNC(=S)[C@]1(CCCS1)c1ccccn1 |&1:4,r|",0.0,0.0
iopamidol,C[C@H](O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,0.0,0.0
droxicam,CN1c2c(oc(=O)n(-c3ccccn3)c2=O)-c2ccccc2S1(=O)=O,0.0,0.0
Ro-5126766,CNS(=O)(=O)Nc1nccc(Cc2c(C)c3ccc(Oc4ncccn4)cc3oc2=O)c1F,0.0,0.0
gadobutrol,"[H]O[C@@H](CO)[C@H](CO)N1CCN2CCN3CCN(CC1)CC(=O)O[Gd](OC(=O)C3)OC(=O)C2 |&1:2,5|",0.0,0.0
rigosertib,COc1cc(OC)c(\C=C\S(=O)(=O)Cc2ccc(OC)c(NCC(O)=O)c2)c(OC)c1,0.0,0.0
lusutrombopag,CCCCCCO[C@@H](C)c1cccc(-c2csc(NC(=O)c3cc(Cl)c(\C=C(/C)C(O)=O)c(Cl)c3)n2)c1OC,0.0,0.0
aceclidine,"CC(=O)O[C@H]1CN2CCC1CC2 |&1:4,r|",0.0,0.0
epothilone-B,C[C@H]1CCC[C@@]2(C)O[C@H]2C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)C(\C)=C\c1csc(C)n1,0.0,0.0
sulfadiazine,Nc1ccc(cc1)S(=O)(=O)Nc1ncccn1,0.0,0.0
etofylline,Cn1c2ncn(CCO)c2c(=O)n(C)c1=O,0.0,0.0
baloxavir-marboxil,[H][C@@]12COCCN1C(=O)c1c(OCOC(=O)OC)c(=O)ccn1N2[C@H]1c2ccc(F)c(F)c2CSc2ccccc12,0.0,0.0
cefonicid,O[C@@H](C(=O)N[C@H]1[C@H]2SCC(CSc3nnnn3CS(O)(=O)=O)=C(N2C1=O)C(O)=O)c1ccccc1 |c:22|,0.0,0.0
CHPG,"N[C@@H](C(O)=O)c1cc(O)ccc1Cl |&1:1,r|",0.0,0.0
methotrexate,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(cc1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,0.0,0.0
cilastatin,CC1(C)C[C@@H]1C(=O)N\C(=C/CCCCSC[C@H](N)C(O)=O)C(O)=O,0.0,0.0
STAT3-inhibitor-VI,Cc1ccc(cc1)S(=O)(=O)OCC(=O)Nc1ccc(C(O)=O)c(O)c1,0.0,0.0
enprofylline,CCCn1c2nc[nH]c2c(=O)[nH]c1=O,0.0,0.0
